,Unnamed: 0,nombre articulo,precio,link,company,model,year,version,color,fuel,doors,transmisions,motor,bodywork
607,607,Jeep Renegade Sport 1.8 Mt,18164.4908616188,https://auto.mercadolibre.com.ar/MLA-1298309650-jeep-renegade-h-_JM#position=28&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Jeep,Renegade,2023,SPORT 1.8 MT,Plateado,Nafta,5,Manual,,SUV
608,608,Fiat Pulse 1.3 Drive Gse Mt,12317.767624020888,https://auto.mercadolibre.com.ar/MLA-1298309350-pulse-drive-13-_JM#position=29&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Fiat,Pulse,2022,1.3 Drive Gse Mt,Gris,Nafta,5,Manual,1.3,SUV
609,609,Volkswagen Amarok 2.0 Cd Tdi 140cv Trendline Llantas16,17806.791122715404,https://auto.mercadolibre.com.ar/MLA-1298095872-volkswagen-amarok-20-trendline-4x2-140cv-precio-2023-0km-01-_JM#position=30&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Volkswagen,Amarok,2023,2.0 Cd Tdi 140cv Trendline Llantas16,Negro,Diésel,4,Manual,2.0,Pick-Up
611,611,Volkswagen Taos 1.4 250 Tsi Comfortline,23498.694516971278,https://auto.mercadolibre.com.ar/MLA-1298249675-volkswagen-taos-14-250tsi-comfortline-2022-precio-nuevo-a2-_JM#position=32&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Volkswagen,Taos,2022,1.4 250 Tsi Comfortline,Negro,Nafta,5,Automática,1.4,SUV
612,612,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline At,23890.339425587466,https://auto.mercadolibre.com.ar/MLA-1298249563-volkswagen-amarok-0km-comfortline-4x2-automatica-precio-0km-_JM#position=33&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv Comfortline At,Gris,Diésel,4,Automática,2.0,Pick-Up
613,613,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Highline Pack,30026.109660574413,https://auto.mercadolibre.com.ar/MLA-1298139574-volkswagen-amarok-20-highline-4x4-manual-180cv-mt-0km-vw-c2-_JM#position=34&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv 4x4 Highline Pack,Blanco,Diésel,4,Manual,2.0,Pick-Up
614,614,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Highline Pack At,33159.268929503916,https://auto.mercadolibre.com.ar/MLA-1298249159-volkswagen-amarok-20-highline-4x4-at-automatica-2023-0km-m1-_JM#position=35&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv 4x4 Highline Pack At,Gris,Diésel,4,Automática,2.0,Pick-Up
615,615,Volkswagen Amarok 3.0 V6 Extreme,43603.21409921671,https://auto.mercadolibre.com.ar/MLA-1298216655-volkswagen-amarok-v6-extreme-at-0km-vw-nueva-precio-2023-31-_JM#position=36&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Volkswagen,Amarok,2023,3.0 V6 Extreme,Gris,Diésel,4,Automática,3.0,Pick-Up
616,616,Fiat Cronos 1.3 Gse Drive Pack Conectividad,10391.64229765013,https://auto.mercadolibre.com.ar/MLA-1297848400-fiat-cronos-drive-13-gse-entrega-inmediata-tom-usados-dlf-_JM#position=37&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Plateado,Nafta,4,Manual,1.3,Sedán
617,617,Fiat Cronos 1.3 Gse Drive Pack Conectividad,10417.751958224542,https://auto.mercadolibre.com.ar/MLA-1298040239-fiat-cronos-drive-13-gse-s-design-precision-tom-usados-dlf-_JM#position=38&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Blanco,Nafta,4,Manual,1.3,Sedán
618,618,Fiat Cronos 1.3 Gse Drive Pack Conectividad,10443.861618798956,https://auto.mercadolibre.com.ar/MLA-1297816298-fiat-cronos-13-drive-gse-varias-versiones-ultim-unidad-dlf-_JM#position=39&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Blanco,Nafta,4,Manual,1.3,Sedán
619,619,Fiat Toro 1.8 170 E-torq Evo Freedom At6,17989.556135770235,https://auto.mercadolibre.com.ar/MLA-1297816142-fiat-toro-nueva-tomo-camionetas-oroch-hilux-crv-frontier-jp-_JM#position=40&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Fiat,Toro,2022,1.8 170 E-torq Evo Freedom At6,Blanco,Nafta,4,Automática,1.8,Pick-Up
620,620,Chevrolet S10 Chevrolet S10 Pick-up Ls Cabina Doble 2.8 Turbo Diesel 200cv Manual 4x2,21801.563968668408,https://auto.mercadolibre.com.ar/MLA-1297608386-chevrolet-s10-pick-up-ls-cab-doble-4x2-28d-manual-2023-ep-_JM#position=41&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Chevrolet,S10,2023,Chevrolet S10 Pick-Up LS Cabina Doble 2.8 Turbo Diesel 200cv Manual 4x2,Plateado,Diésel,4,Manual,,Pick-Up
621,621,Renault Sandero Stepway Zen,11944.90861618799,https://auto.mercadolibre.com.ar/MLA-1297721887-renault-stepway-zen-intens-16-mb-_JM#position=42&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Renault,Sandero Stepway,2023,Zen,Blanco,Nafta,5,Manual,,Sedán
622,622,Fiat Cronos 1.3 Gse Drive Pack Conectividad,3916.4490861618797,https://auto.mercadolibre.com.ar/MLA-1296647004-cronos-drive-13-0km-entrega-inmediata-5-dias-no-es-plan-_JM#position=43&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Gris,Nafta,4,Manual,1.3,Sedán
623,623,Citroën C3 1.6 Vti 115 At6 Feel,6684.073107049609,https://auto.mercadolibre.com.ar/MLA-1295608327-citron-c3-2023-16-vti-115-at6-feel-_JM#position=44&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Citroën,C3,2023,1.6 Vti 115 At6 Feel,Azul,Nafta,5,Automática,1.6,Hatchback
624,624,Volkswagen Amarok 3.0 V6 Cd Highline,37595.55874673629,https://auto.mercadolibre.com.ar/MLA-1295576000-volkswagen-amarok-v6-highline-30tdi-258cv-4x4at-2022-0km-50-_JM#position=45&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Volkswagen,Amarok,2022,3.0 V6 Cd Highline,Gris,Diésel,4,Automática,3.0,Pick-Up
626,626,Citroën C3 1.2 12v Puretech 82 Feel,6211.488250652742,https://auto.mercadolibre.com.ar/MLA-1295614562-citron-c3-2023-12-12v-puretech-82-feel-_JM#position=47&search_layout=grid&type=item&tracking_id=0efe2d2f-73b8-48a4-aae0-89d3786bbe76,Citroën,C3,2023,1.2 12v Puretech 82 Feel,Gris,Nafta,5,Manual,1.2,Hatchback
628,628,Fiat Cronos 1.3 Gse Drive Pack Conectividad,10443.872062663186,https://auto.mercadolibre.com.ar/MLA-1294778269-fiat-cronos-0km-2023-entrega-inmedita-contado-y-financiado-p-_JM#position=1&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Blanco,Nafta,4,Manual,1.3,Sedán
629,629,Fiat Cronos 1.3 Gse Drive Pack Conectividad,10475.195822454309,https://auto.mercadolibre.com.ar/MLA-1294732910-fiat-cronos-0km-2023-permuto-usados-2012-llave-por-llave-p-_JM#position=2&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Blanco,Nafta,4,Manual,1.3,Sedán
630,630,Fiat Cronos 1.3 Gse Drive Pack Conectividad,10472.584856396867,https://auto.mercadolibre.com.ar/MLA-1294663402-fiat-cronos-0km-2023-permuto-usados-2010-llave-por-llave-p-_JM#position=3&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Blanco,Nafta,4,Manual,1.3,Sedán
632,632,Ds Ds4 1.6 Performance Line 215 At8,47258.48563968668,https://auto.mercadolibre.com.ar/MLA-1319296426-ds-ds4-2023-16-performance-line-215-at8-_JM#position=5&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,DS,DS4,2023,1.6 Performance Line 215 At8,Gris,Nafta,5,Automática,1.6,Hatchback
633,633,Fiat Pulse 1.3 Drive Gse Cvt,14831.59268929504,https://auto.mercadolibre.com.ar/MLA-1293484320-fiat-pulse-cvt-2022-0km-entrega-inmediata-_JM#position=6&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Fiat,Pulse,2022,1.3 Drive Gse Cvt,Plateado,Nafta,5,Automática,1.3,SUV
635,635,Renault Captur 1.6 Intens Cvt,17754.569190600523,https://auto.mercadolibre.com.ar/MLA-1292454292-renault-captur-bose-16-automatica-0km-stock-disponible-ep-_JM#position=8&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,Captur,2022,1.6 Intens Cvt,Gris,Nafta,5,Automática,1.6,SUV
636,636,Renault Alaskan 2.3 Bit 16v Emotion Mt 4x2,20767.624020887728,https://auto.mercadolibre.com.ar/MLA-1292454240-renault-alaskan-confort-23-0km-entrega-inmediata-ofert-ep-_JM#position=9&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,ALASKAN,2022,2.3 Bit 16v Emotion Mt 4x2,Gris,Diésel,4,Manual,2.3,Pick-Up
637,637,Renault Kangoo Ii Express Confort 5a 1.6 Sce,13691.906005221932,https://auto.mercadolibre.com.ar/MLA-1292480139-renault-kangoo-ii-express-confort-16-5-asientos-oferta-s-ep-_JM#position=10&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,Kangoo,2022,Ii Express Confort 5a 1.6 Sce,Blanco,Nafta,3,Manual,1.6,Furgón
638,638,Renault Duster 2.0 Ph2 4x2 Privilege 143cv,15926.892950391644,https://auto.mercadolibre.com.ar/MLA-1292480057-renault-duster-iconic-cvt-13t-oferta-tomamos-permuta-ep-_JM#position=11&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,Duster,2022,2.0 Ph2 4x2 Privilege 143cv,Marrón,Nafta,5,Manual,2.0,SUV
639,639,Renault Duster 1.6 Ph2 4x2 Privilege 110cv,13707.571801566579,https://auto.mercadolibre.com.ar/MLA-1292493035-renault-duster-zen-16-0km-entrega-inmediata-sotck-dispo-ep-_JM#position=12&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,Duster,2022,1.6 Ph2 4x2 Privilege 110cv,Azul,Nafta,5,Manual,1.6,SUV
640,640,Renault Logan 1.6 16v Life,8485.639686684073,https://auto.mercadolibre.com.ar/MLA-1292447504-renault-logan-life-16-0km-entrega-inmediata-oferta-stock-ep-_JM#position=13&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,Logan,2022,1.6 16v Life,Gris,Nafta,4,Manual,1.6,Sedán
641,641,Renault Kangoo Ii Express Confort 1.6 Sce,12926.892950391644,https://auto.mercadolibre.com.ar/MLA-1292453694-renault-kangoo-ii-express-confort-16-oferta-disponible-jl-_JM#position=14&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,Kangoo,2022,Ii Express Confort 1.6 Sce,Blanco,Nafta,3,Manual,1.6,Furgón
642,642,Renault Kangoo 1.6 Sce Zen,14785.900783289817,https://auto.mercadolibre.com.ar/MLA-1292838542-renault-kangoo-zen-16-0km-stock-disponible-tomo-permuta-jl-_JM#position=15&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,Kangoo,2022,1.6 Sce Zen,Gris,Nafta,4,Manual,1.6,Monovolumen
643,643,Renault Duster 1.6 Ph2 4x2 Privilege 110cv,14746.736292428199,https://auto.mercadolibre.com.ar/MLA-1292438647-renault-duster-zen-16-0km-oferta-disponible-tomo-permuta-jl-_JM#position=16&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,Duster,2022,1.6 Ph2 4x2 Privilege 110cv,Azul,Nafta,5,Manual,1.6,SUV
644,644,Audi Q2 1.4 35 Tfsi Sport 150 Cv,,https://auto.mercadolibre.com.ar/MLA-1292209323-audi-q2-0km-2023-2021-35-tfsi-150cv-audibsas-automatico-2022-_JM#position=17&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Audi,Q2,2022,1.4 35 Tfsi Sport 150 Cv,Azul,Nafta,5,Automática,1.4,SUV
645,645,Citroën C4 Cactus 1.6 Vti 115 Feel,9206.266318537859,https://auto.mercadolibre.com.ar/MLA-1291856341-citron-c4-cactus-2023-16-vti-115-feel-_JM#position=18&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Citroën,C4 Cactus,2023,1.6 Vti 115 Feel,Gris,Nafta,5,Manual,1.6,SUV
646,646,Citroën C3 1.6 Vti 115 At6 Feel,6449.086161879895,https://auto.mercadolibre.com.ar/MLA-1291958707-citron-c3-2023-16-vti-115-at6-feel-_JM#position=19&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Citroën,C3,2023,1.6 Vti 115 At6 Feel,Gris,Nafta,5,Automática,1.6,Hatchback
647,647,Renault Alaskan 2.3t 16v Confort Mt 4x2,28720.626631853786,https://auto.mercadolibre.com.ar/MLA-1292208859-renault-alaskan-iconic-4x4-automatica-tomamos-permuta-jl-_JM#position=20&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,ALASKAN,2022,2.3t 16v Confort Mt 4x2,Gris,Diésel,4,Manual,2.3,Pick-Up
648,648,Citroën Berlingo 1.6 Hdi 92 Bussines,7741.514360313316,https://auto.mercadolibre.com.ar/MLA-1292118685-citron-berlingo-2023-16-hdi-92-bussines-_JM#position=21&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Citroën,Berlingo,2023,1.6 Hdi 92 Bussines,Blanco,Diésel,3,Manual,1.6,Furgón
649,649,Renault Kangoo Ii Express Confort 1.6 Sce,12793.733681462141,https://auto.mercadolibre.com.ar/MLA-1292124951-renault-kangoo-ii-express-confort-16-2-asientos-tomo-per-jl-_JM#position=22&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,Kangoo,2022,Ii Express Confort 1.6 Sce,Blanco,Nafta,3,Manual,1.6,Furgón
650,650,Renault Sandero 1.6 16v Sense,11488.250652741513,https://auto.mercadolibre.com.ar/MLA-1291906072-renault-sandero-zen-16-0km-tomamos-permuta-financiamos-jl-_JM#position=23&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,Sandero,2022,1.6 16v Sense,Blanco,Nafta,5,Manual,1.6,Hatchback
651,651,Citroën C3 1.6 Vti 115 At6 Feel,6396.866840731071,https://auto.mercadolibre.com.ar/MLA-1292142527-citron-c3-2023-16-vti-115-at6-feel-_JM#position=24&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Citroën,C3,2023,1.6 Vti 115 At6 Feel,Gris,Nafta,5,Automática,1.6,Hatchback
652,652,Ford Territory Sel 1.5 Nafta,28223.890339425587,https://auto.mercadolibre.com.ar/MLA-1291693840-ford-territory-15-sel-entrega-inmediata-ds-_JM#position=25&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Ford,Territory,2022,SEL 1.5 nafta,Blanco,Nafta,5,Automática,,SUV
653,653,Fiat Cronos 1.3 Gse Drive Pack Conectividad,11408.616187989555,https://auto.mercadolibre.com.ar/MLA-1291718214-fiat-cronos-drive-cvt-0km-2022-2023-_JM#position=26&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Plateado,Nafta,4,Manual,1.3,Sedán
654,654,Renault Alaskan 2.3t 16v Confort Mt 4x2,20287.20626631854,https://auto.mercadolibre.com.ar/MLA-1291696411-renault-alaskan-confort-4x2-0km-entrega-inmediata-stock-jl-_JM#position=27&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,ALASKAN,2022,2.3t 16v Confort Mt 4x2,Gris,Diésel,4,Manual,2.3,Pick-Up
655,655,Citroën C3 1.2 12v Puretech 82 Feel,6187.98955613577,https://auto.mercadolibre.com.ar/MLA-1291324151-citron-c3-2023-12-12v-puretech-82-feel-_JM#position=28&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Citroën,C3,2023,1.2 12v Puretech 82 Feel,Azul,Nafta,5,Manual,1.2,Hatchback
656,656,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,9399.47780678851,https://auto.mercadolibre.com.ar/MLA-1291369209-citron-c4-cactus-2023-16-vti-115-feel-pk-_JM#position=29&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Citroën,C4 Cactus,2023,1.6 Vti 115 Feel Pk,Negro,Nafta,5,Manual,1.6,SUV
657,657,Citroën C4 Cactus 1.6 Vti 115 Feel,9164.490861618799,https://auto.mercadolibre.com.ar/MLA-1291343040-citron-c4-cactus-2023-16-vti-115-feel-_JM#position=30&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Citroën,C4 Cactus,2023,1.6 Vti 115 Feel,Blanco,Nafta,5,Manual,1.6,SUV
658,658,Citroën Berlingo 1.6 Vti 115 Business,7715.404699738903,https://auto.mercadolibre.com.ar/MLA-1291074834-citron-berlingo-2023-16-vti-115-business-_JM#position=31&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Citroën,Berlingo,2023,1.6 Vti 115 Business,Blanco,Nafta,3,Manual,1.6,Furgón
659,659,Citroën C3 1.2 12v Puretech 82 Feel,6161.879895561357,https://auto.mercadolibre.com.ar/MLA-1291105462-citron-c3-2023-12-12v-puretech-82-feel-_JM#position=32&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Citroën,C3,2023,1.2 12v Puretech 82 Feel,Blanco,Nafta,5,Manual,1.2,Hatchback
660,660,Kia Carnival 2.2 Crdi Premium Avn,,https://auto.mercadolibre.com.ar/MLA-1291073596-kia-carnival-2022-22-crdi-premium-avn-_JM#position=33&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Kia,Carnival,2022,2.2 Crdi Premium Avn,Negro,Diésel,5,Automática,2.2,Monovolumen
661,661,Citroën C4 Cactus 1.6 Vti 115 Feel,9135.770234986945,https://auto.mercadolibre.com.ar/MLA-1290973913-citron-c4-cactus-2023-16-vti-115-feel-_JM#position=34&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Citroën,C4 Cactus,2023,1.6 Vti 115 Feel,Gris,Nafta,5,Manual,1.6,SUV
662,662,Citroën Berlingo 1.6 Hdi 92 Bussines,7702.3498694516975,https://auto.mercadolibre.com.ar/MLA-1290967127-citron-berlingo-2023-16-hdi-92-bussines-_JM#position=35&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Citroën,Berlingo,2023,1.6 Hdi 92 Bussines,Gris,Diésel,3,Manual,1.6,Furgón
663,663,Ram 1500 5.7 Laramie Atx V8,,https://auto.mercadolibre.com.ar/MLA-1290643531-ram-1500-_JM#position=36&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,RAM,1500,2022,5.7 Laramie Atx V8,Gris,Nafta,4,Automática,5.7,Pick-Up
664,664,Renault Alaskan 2.3t 16v Confort Mt 4x2,20626.6318537859,https://auto.mercadolibre.com.ar/MLA-1290431842-renault-alaskan-confort-4x2-0km-tomamos-permuta-financiamos-_JM#position=37&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Renault,ALASKAN,2022,2.3t 16v Confort Mt 4x2,Gris,Diésel,4,Manual,2.3,Pick-Up
665,665,Ram 1500 5.7 Laramie Atx V8,63185.378590078326,https://auto.mercadolibre.com.ar/MLA-1289244424-ram-1500-laramie-57-at8-4x4-15-_JM#position=38&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,RAM,1500,2022,5.7 Laramie Atx V8,Negro,Nafta,4,Automática,5.7,Pick-Up
666,666,Ram 1500 5.7 Laramie Atx V8,59660.57441253264,https://auto.mercadolibre.com.ar/MLA-1288643612-ram-1500-laramie-57-at8-4x4-15-_JM#position=39&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,RAM,1500,2022,5.7 Laramie Atx V8,Plateado,Nafta,4,Automática,5.7,Pick-Up
667,667,Citroën Berlingo 1.6 Vti 115 Business,3655.3524804177546,https://auto.mercadolibre.com.ar/MLA-1288239089-citroen-berlingo-furgon-0km-plan-citroen-darc-autos-_JM#position=40&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Citroën,Berlingo,2022,1.6 Vti 115 Business,Blanco,Nafta,3,Manual,1.6,Furgón
668,668,Citroën C3 1.2 12v Puretech 82 Feel,6135.770234986945,https://auto.mercadolibre.com.ar/MLA-1287994015-citroen-c3-12-12v-puretech-82-feel-0km-plan-citroen-darc-_JM#position=41&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Citroën,C3,2022,1.2 12v Puretech 82 Feel,Blanco,Nafta,5,Manual,1.2,Hatchback
669,669,Peugeot Partner 1.6 Furgon Confort,3394.255874673629,https://auto.mercadolibre.com.ar/MLA-1288025493-peugeot-partner-furgon-0km-plan-peugeot-darc-autos-_JM#position=42&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Peugeot,Partner,2022,1.6 Furgon Confort,Gris,Nafta,3,Manual,1.6,Furgón
670,670,Peugeot 208 1.6l Active,3655.3524804177546,https://auto.mercadolibre.com.ar/MLA-1288038272-peugeot-208-active-16-0km-plan-peugeot-darc-autos-_JM#position=43&search_layout=grid&type=item&tracking_id=bfe97375-d45a-4e1c-a9a6-1e91d08255a5,Peugeot,208,2022,1.6l Active,Blanco,Nafta,5,Manual,1.6,Hatchback
