,nombre articulo,precio,link,company,model,year,version,color,fuel,doors,transmisions,motor,bodywork,km
1382,Toyota Corolla 1.8 Hev Xei Ecvt,$7.582.000,https://auto.mercadolibre.com.ar/MLA-1311977518-toyota-corolla-xei-18-hv-cvt-0km-2023-_JM#position=16&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Toyota,Corolla,2023,1.8 Hev Xei Ecvt,Blanco,Híbrido/Nafta,4,Automática,1.8,Sedán,0 km
1383,Volkswagen T-cross 1.6 Trendlinde Mt,$5.510.000,https://auto.mercadolibre.com.ar/MLA-914731814-volkswagen-t-cross-16-trendline-md-_JM#position=17&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Volkswagen,T-Cross,2021,1.6 Trendlinde Mt,Plateado,Nafta,5,Manual,1.6,SUV,0 km
1384,Volkswagen Amarok 3.0 V6 Cd Comfortline,$12.300.000,https://auto.mercadolibre.com.ar/MLA-1229008264-volkswagen-amarok-v6-comfortline-258-cv-2023-autotag-0-km-vw-_JM#position=18&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Volkswagen,Amarok,2022,3.0 V6 Cd Comfortline,Gris,Diésel,4,Automática,3.0,Pick-Up,0 km
1385,Citroën C4 Cactus 1.6 Vti 115 Feel,$4.398.500,https://auto.mercadolibre.com.ar/MLA-1233701170-citron-c4-cactus-16-vti-115-feel-_JM#position=19&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Citroën,C4 Cactus,2022,1.6 Vti 115 Feel,Blanco,Nafta,5,Manual,1.6,SUV,0 km
1386,Audi Q5 2.0 45 Tfsi Offroad 252cv,U$S93.400,https://auto.mercadolibre.com.ar/MLA-1275672556-audi-q5-45-tfsi-offroad-mild-hybrid-quattro-audibsas-2022-_JM#position=20&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Audi,Q5,2021,2.0 45 Tfsi Offroad 252cv,Blanco,Nafta,5,Automática,2.0,SUV,0 km
1387,Toyota Yaris 1.5 107cv S,$6.710.000,https://auto.mercadolibre.com.ar/MLA-1156563676-toyota-yaris-2023-15-107cv-s-_JM#position=21&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Toyota,Yaris,2022,1.5 107cv S,Gris,Nafta,5,Manual,1.5,Hatchback,0 km
1388,Chevrolet S10 2.8 Lt Cd Tdci 200cv 4x4,$11.990.900,https://auto.mercadolibre.com.ar/MLA-1121316203-chevrolet-s10-4x4-ltz-automatica-2022-entrega-inmediata-_JM#position=22&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Chevrolet,S10,2021,2.8 Lt Cd Tdci 200cv 4x4,Plateado,Diésel,4,Manual,2.8,Pick-Up,0 km
1389,Volkswagen Taos 1.4 250 Tsi Highline,$11.634.069,https://auto.mercadolibre.com.ar/MLA-1198269699-volkswagen-taos-14-250-tsi-highline-at-entrega-inmediat-22-_JM#position=23&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Volkswagen,Taos,2022,1.4 250 Tsi Highline,Gris,Nafta,5,Automática,1.4,SUV,0 km
1390,Renault Kangoo Ii Express Emotion 5a 1.6 Sce,$5.769.700,https://auto.mercadolibre.com.ar/MLA-1146403159-renault-kangoo-express-emotion-5-asientos-16-entrega-inmedi-_JM#position=24&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Renault,Kangoo,2022,Ii Express Emotion 5a 1.6 Sce,Blanco,Nafta,3,Manual,1.6,Furgón,0 km
1391,Fiat Argo 1.8 Precision,$5.199.000,https://auto.mercadolibre.com.ar/MLA-1212778652-fiat-argo-18-precision-mt-2022-0km-_JM#position=25&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Fiat,Argo,2022,1.8 Precision,Rojo,Nafta,5,Manual,1.8,Hatchback,0 km
1392,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,$10.614.002,https://auto.mercadolibre.com.ar/MLA-1266547281-nueva-chevrolet-s10-ltz-2022-automatica-0km-4x4-2023-lt-mm2-_JM#position=26&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Chevrolet,S10,2022,2.8 Cd 4x4 Ltz Tdci 200cv At,Rojo,Diésel,4,Automática,2.8,Pick-Up,0 km
1393,Audi Q3 35 Tfsi,U$S54.000,https://auto.mercadolibre.com.ar/MLA-1136354283-audi-q3-usado-0km-35-tfsi-150-cv-2022-2021-_JM#position=27&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Audi,Q3,2022,35 tfsi,Blanco,Nafta,5,Automática,1.4 tfsi 150 cv,Monovolumen,1000 km
1394,Chevrolet Onix Plus 1.2 Lt Tech,$4.023.900,https://auto.mercadolibre.com.ar/MLA-1146525160-nuevo-chevrolet-onix-plus-prisma-lt-tech-0km-2022-ppp-4--_JM#position=28&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Chevrolet,Onix plus,2022,1.2 Lt Tech,Blanco,Nafta,4,Manual,1.2,Sedán,0 km
1395,Citroën Berlingo 1.6 Hdi 92 Bussines,$3.050.000,https://auto.mercadolibre.com.ar/MLA-1214656564-citron-berlingo-2023-16-hdi-92-bussines-_JM#position=29&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Citroën,Berlingo,2023,1.6 Hdi 92 Bussines,Plateado,Diésel,3,Manual,1.6,Furgón,0 km
1396,Renault Duster Iconic,$5.791.400,https://auto.mercadolibre.com.ar/MLA-1283172677-renault-duster-zen-intense-iconic-13-cvt-2023-4x2-4x4-ff-_JM#position=30&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Renault,Duster,2022,Iconic,Gris,Nafta,5,Automática secuencial,1.3cc 165cv,Rural,0 km
1397,Chevrolet Tracker 1.2 Ltz Turbo At,$6.892.000,https://auto.mercadolibre.com.ar/MLA-1132783232-chevrolet-tracker-12-turbo-ltz-at-2023-as-_JM#position=31&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Chevrolet,Tracker,2021,1.2 Ltz Turbo At,Blanco,Nafta,5,Automática,1.2,SUV,0 km
1398,Ford Ranger 2.5 Cd Ivct Xlt 166cv,$8.242.000,https://auto.mercadolibre.com.ar/MLA-1149491639-ford-ranger-xlt-25-nafta-2023-_JM#position=32&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Ford,Ranger,2022,2.5 Cd Ivct Xlt 166cv,Blanco,Nafta,4,Manual,2.5,Pick-Up,0 km
1399,Ford Ecosport 1.5 Se 123cv 4x2 Manual,$5.290.000,https://auto.mercadolibre.com.ar/MLA-1173109569-ford-ecosport-se-15-mt-123hp-_JM#position=33&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Ford,Ecosport,2022,1.5 Se 123cv 4x2 Manual,Blanco,Nafta,5,Manual,1.5,SUV,0 km
1400,Peugeot 208 1.6l Active Tiptronic,$5.499.200,https://auto.mercadolibre.com.ar/MLA-1185203527-peugeot-208-2023-16l-active-tiptronic-_JM#position=34&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Peugeot,208,2023,1.6l Active Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,0 km
1401,Renault Alaskan 2.3t 16v Confort Mt 4x2,$7.770.000,https://auto.mercadolibre.com.ar/MLA-1291696411-renault-alaskan-confort-4x2-0km-entrega-inmediata-stock-jl-_JM#position=35&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Renault,ALASKAN,2022,2.3t 16v Confort Mt 4x2,Gris,Diésel,4,Manual,2.3,Pick-Up,0 km
1402,Renault Kangoo Ii Express Confort 1.5 Dci,$5.323.000,https://auto.mercadolibre.com.ar/MLA-1151947732-kangoo-0km-confort-15-dci-stock-disp-permu-finan-par-fio-os-_JM#position=36&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Renault,Kangoo,2022,Ii Express Confort 1.5 Dci,Blanco,Diésel,3,Manual,1.5,Furgón,0 km
1403,Nissan Frontier 2.3t Platinum 4x2 At L22,$10.799.800,https://auto.mercadolibre.com.ar/MLA-1185380393-nissan-frontier-platinum-4x2-juan-carlos-_JM#position=37&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Nissan,Frontier,2022,2.3t Platinum 4x2 At L22,Plateado,Diésel,4,Automática,2.3,Pick-Up,0 km
1404,Nissan Kicks 1.6 Sense 120cv,$7.434.900,https://auto.mercadolibre.com.ar/MLA-1110857885-nuevo-kicks-sense-mt-_JM#position=38&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Nissan,Kicks,2021,1.6 Sense 120cv,Negro,Nafta,5,Manual,1.6,Hatchback,0 km
1405,Fiat Fiorino 1.4 Fire Evo 87cv,$4.700.000,https://auto.mercadolibre.com.ar/MLA-1233489891-fiat-fiorino-endurence-disponibilidad-en-cuotas-8020-men-_JM#position=39&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Fiat,Fiorino,2022,1.4 Fire Evo 87cv,Blanco,Nafta,3,Manual,1.4,Furgón,0 km
1406,Volkswagen Polo 1.6 Trendline Tiptronic,$4.600.000,https://auto.mercadolibre.com.ar/MLA-733704701-volkswagen-polo-16-trendline-2022-tiptronic-_JM#position=40&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Volkswagen,Polo,2020,1.6 Trendline tiptronic,Blanco,Nafta,5,Manual,1.6,Hatchback,0 km
1407,Nissan New Versa Advance Cvt,$4.271.600,https://auto.mercadolibre.com.ar/MLA-877971205-nissan-new-versa-advance-cvt-_JM#position=41&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Nissan,New Versa,2020,Advance Cvt,Gris,Nafta,4,Automática,1.6,Sedán,0 km
1408,Renault Sandero Stepway 1.6 16v Intense,$3.400.000,https://auto.mercadolibre.com.ar/MLA-903864289-renault-stepway-intens-0km-stock-fisico-w-_JM#position=42&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Renault,Sandero Stepway,2021,1.6 16v Intense,Blanco,Nafta,5,Manual,1.6,Hatchback,0 km
1409,Kia Cerato Sx,$9.586.500,https://auto.mercadolibre.com.ar/MLA-1137781046-new-kia-cerato-sedan-2022-sx-6at-cuero-entrega-inmediata-_JM#position=43&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Kia,Cerato,2022,SX,Negro,Nafta,4,Automática secuencial,Nafta 2.0L 156Cv 6A/T,Sedán,0 km
1410,Scooter Eléctrico Moto Sunra Spy Racing Carro Golf 1000w ,$413.900,https://vehiculo.mercadolibre.com.ar/MLA-1215070730-scooter-electrico-moto-sunra-spy-racing-carro-golf-1000w-_JM#position=44&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Scooters,Sunra,SPY RACING,2022,1 cc,0 km,1000 W,.,.,.,.
1411,Ford Bronco Sport Big Bend,$10.362.000,https://auto.mercadolibre.com.ar/MLA-1256490107-ford-bronco-sport-big-bend-0km-as2-2023-_JM#position=45&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Ford,BRONCO SPORT,2021,BIG BEND,Blanco,Nafta,5,Automática,1.5 TURBO,SUV,0 km
1412,Toyota Yaris S Cvt,$5.431.000,https://auto.mercadolibre.com.ar/MLA-900408362-toyota-yaris-s-at-_JM#position=46&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Toyota,Yaris,2022,S CVT,Azul,Nafta,5,Manual,1.5,Hatchback,0 km
1413,Nissan Sentra 2.0 Exclusive,$9.695.900,https://auto.mercadolibre.com.ar/MLA-1129892477-nissan-sentra-exclusive-cvt-20-_JM#position=47&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Nissan,Sentra,2021,2.0 Exclusive,Blanco,Nafta,4,Automática,2.0,Sedán,0 km
1414,Fiat Fiorino 1.4 Fire Evo 87cv,$3.000.000,https://auto.mercadolibre.com.ar/MLA-1224115294-fiat-fiorino-endurance-14l-dr-_JM#position=48&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Fiat,Fiorino,2022,1.4 Fire Evo 87cv,Blanco,Nafta,3,Manual,1.4,Furgón,0 km
1415,Chevrolet Cruze Rs,$5.758.900,https://auto.mercadolibre.com.ar/MLA-1124015696-nuevo-cruze-rs-chevrolet-2023-cruzers-alta-gama-_JM#position=49&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Chevrolet,Cruze,2022,RS,Gris,Nafta/GNC,5,Automática,TURBO,Hatchback,0 km
1416,Fiat Ducato Ducato Furgon Maxicargo L4h2 Entrega Ya !!,$8.500.000,https://auto.mercadolibre.com.ar/MLA-1146101178-ducato-furgon-maxicargo-l4h2-entrega-ya-da-_JM#position=50&search_layout=stack&type=item&tracking_id=09303522-0ce9-456e-95ff-5185553c0480,Fiat,Ducato,2022,Ducato Furgon Maxicargo L4h2 Entrega Ya !!,Blanco,Diésel,4,0 km,.,.,.
1417,Audi A1 Sportback 1.0 30 Tfsi 116cv,U$S41.000,https://auto.mercadolibre.com.ar/MLA-1135148237-audi-a1-sportback-30-tfsi-2021-audibsas-_JM#position=1&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Audi,A1 Sportback,2021,1.0 30 Tfsi 116cv,BLANCO TECHO GRIS MANHATTAN,Nafta,5,Automática,1.0,Hatchback,0 km
1418,Fiat Mobi 1.0 Easy,$2.609.699,https://auto.mercadolibre.com.ar/MLA-1150401500-fiat-mobi-2022-like-0km-financiado-o-al-contado-a-_JM#position=2&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Fiat,Mobi,2022,1.0 Easy,Rojo,Nafta,5,Manual,1.0,Hatchback,0 km
1419,Renault Sandero Stepway 1.6 16v Intense,$4.870.000,https://auto.mercadolibre.com.ar/MLA-1156535522-renault-stepway-intense-entr-inm-tasa-139-anual-jp-_JM#position=3&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Renault,Sandero Stepway,2022,1.6 16v Intense,Plateado,Nafta,5,Manual,1.6,Hatchback,0 km
1420,Renault Kangoo Ii Express Emotion 1.6 Sce,$5.293.700,https://auto.mercadolibre.com.ar/MLA-1146526080-renault-kangoo-ii-emotion-furgon-16-okm-2022-lg-_JM#position=4&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Renault,Kangoo,2022,Ii Express Emotion 1.6 Sce,Plateado,Nafta,3,Manual,1.6,Furgón,0 km
1421,Renault Alaskan 2.3 Bit 16v Iconic At 4x4,$12.829.200,https://auto.mercadolibre.com.ar/MLA-1182468701-renault-alaskan-23-turbo-dci-full-full-at-0km-2022-lg-_JM#position=5&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Renault,ALASKAN,2022,2.3 Bit 16v Iconic At 4x4,Negro,Diésel,4,Automática,2.3,Pick-Up,0 km
1422,Fiat Cronos 1.3 Gse Drive Pack Conectividad,$4.480.000,https://auto.mercadolibre.com.ar/MLA-1200254755-fiat-cronos-23-0km-permuto-usados-2016-2017-2018-2019-jr-_JM#position=6&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Rojo,Nafta,4,Manual,1.3,Sedán,0 km
1423,Fiat Cronos Attrative,$3.850.000,https://auto.mercadolibre.com.ar/MLA-1146219039-fiat-cronos-permuto-anticipo-minimo-economico-0-km-ya-jr-_JM#position=7&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Fiat,Cronos,2022,ATTRATIVE,Plateado,Nafta,4,Manual,1.3 e-torq cadenero,Sedán,0 km
1424,Toyota Etios Xls Pack Manual,$4.029.000,https://auto.mercadolibre.com.ar/MLA-899844296-toyota-etios-xls-pack-m-5p-_JM#position=8&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Toyota,Etios,2022,XLS PACK MANUAL,Blanco,Nafta,5,Automática,1.5,Hatchback,0 km
1425,Peugeot 208 1.6l Style,$5.200.000,https://auto.mercadolibre.com.ar/MLA-1170931809-peugeot-208-style-mt-16-0km-entrega-inmediata-as-automobili-_JM#position=9&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Peugeot,208,2022,1.6l Style,Blanco,Nafta,5,Manual,1.6,Hatchback,2500 km
1426,Volkswagen Nivus 1.0 Tsi Tiptronic Highline,$8.952.837,https://auto.mercadolibre.com.ar/MLA-1198931093-volkswagen-nivus-highline-200-tsi-at-entrega-inmediarta-22-_JM#position=10&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Volkswagen,Nivus,2021,1.0 Tsi Tiptronic Highline,Gris,Nafta,5,Automática,1.0,SUV,0 km
1427,Jeep Commander 2.0 Td380 At9 4x4 7pas Limited,$14.399.000,https://auto.mercadolibre.com.ar/MLA-1281717431-jeep-commander-limited-4x2-13-turbo-270t-2022c-_JM#position=11&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Jeep,Commander,2022,2.0 Td380 At9 4x4 7pas Limited,Negro,Diésel,5,Automática,2.0,SUV,0 km
1428,Toyota Hilux 2.8 Cd Srv 177cv 4x4,$11.684.000,https://auto.mercadolibre.com.ar/MLA-1158241111-toyota-hilux-4x4-dc-srv-28-tdi-6-mt-_JM#position=12&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Toyota,Hilux,2022,2.8 Cd Srv 177cv 4x4,Rojo,Diésel,4,Manual,2.8,Pick-Up,0 km
1429,Nissan Frontier S 4x2 Mt,$8.255.900,https://auto.mercadolibre.com.ar/MLA-1114000634-frontier-s-4x2-mt-6m-_JM#position=13&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Nissan,Frontier,2021,S 4x2 MT,Diésel,4,Manual,2.3L TURBO 160CV,Pick-Up,0 km,.
1430,Kia Rio Sx,$6.800.000,https://auto.mercadolibre.com.ar/MLA-1130793257-kia-rio-sx-at-_JM#position=14&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Kia,Rio,2022,SX,Gris,Nafta,5,Automática,1.6,Hatchback,0 km
1431,Chevrolet Cruze 1.4 Premier Sedan,$8.600.000,https://auto.mercadolibre.com.ar/MLA-1149326961-chevrolet-cruze-4-premier-at-0km-forestcar-balbin-al-5-_JM#position=15&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Chevrolet,Cruze,2022,1.4 Premier Sedan,Gris,Nafta,4,Manual,1.4,Sedán,0 km
1432,Renault Oroch 1.3 Tce 163 Outsider Mt 2wd,$9.192.500,https://auto.mercadolibre.com.ar/MLA-1284271439-renault-nueva-oroch-outsider-4x4-13t-20222023-0km-lg-_JM#position=16&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Renault,Oroch,2022,1.3 Tce 163 Outsider Mt 2wd,Blanco,Nafta,4,Manual,1.3,SUV,0 km
1433,Fiat Ducato Maxicargo,$5.000.000,https://auto.mercadolibre.com.ar/MLA-1137118581-ducato-maxicargo-vidriado-ultima-unidad-r-_JM#position=17&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Fiat,Ducato,2022,Maxicargo,Blanco,Diésel,4,Manual,1.4,Furgón,0 km
1434,Chevrolet Onix 1.2 Lt,$4.490.000,https://auto.mercadolibre.com.ar/MLA-1281963830-chevrolet-onix-2022-0km-_JM#position=18&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Chevrolet,Onix,2022,1.2 Lt,Gris,Nafta,5,Manual,1.2,Hatchback,1500 km
1435,Toyota Etios Xls Pack At,$4.214.000,https://auto.mercadolibre.com.ar/MLA-899843245-toyota-etios-xls-pack-at-5p-_JM#position=19&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Toyota,Etios,2022,XLS PACK AT,Blanco,Nafta,5,Automática,1.5,Hatchback,0 km
1436,Nissan Kicks 1.6 Advance Cvt 120cv,$7.396.800,https://auto.mercadolibre.com.ar/MLA-1144190122-nissan-kicks-advance-cvt-tai-_JM#position=20&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Nissan,Kicks,2021,1.6 Advance Cvt 120cv,Gris,Nafta,5,Automática,1.6,Hatchback,0 km
1437,Chevrolet Cruze 5 1.4 Rs At 5 P,$7.200.000,https://auto.mercadolibre.com.ar/MLA-1148853660-chevrolet-cruze-5-rs-automatico-stock-disponible-m5-_JM#position=21&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Chevrolet,Cruze 5,2022,1.4 Rs At 5 p,Gris,Nafta,5,Automática,1.4,Hatchback,0 km
1438,Chevrolet Onix 1.0 Turbo Ltz At,$5.500.000,https://auto.mercadolibre.com.ar/MLA-1198290142-chevrolet-onix-plus-ltz-10-turbo-automatico-nq-_JM#position=22&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Chevrolet,Onix,2022,1.0 Turbo Ltz At,Blanco,Nafta,5,Automática,1.0,Hatchback,0 km
1439,Toyota Corolla Corolla 2.0 Xei Mt,$5.903.000,https://auto.mercadolibre.com.ar/MLA-1223057289-toyota-corolla-20-xei-mt-2023-_JM#position=23&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Toyota,Corolla,2023,COROLLA 2.0 XEI MT,Blanco,Nafta,4,Manual,Sedán,0 km,.
1440,Citroën C3 1.2 12v Puretech 82 Live,$3.150.100,https://auto.mercadolibre.com.ar/MLA-1234835603-citron-c3-live-12-0km-en-cuotas-fijas-entrega-inmediata3--_JM#position=24&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Citroën,C3,2022,1.2 12v Puretech 82 Live,Gris,Nafta,5,Manual,1.2,Hatchback,0 km
1441,Bmw Serie 3 M340i Xdrive,U$S114.900,https://auto.mercadolibre.com.ar/MLA-1305962440-bmw-serie-3-m340i-xdrive-bmw-autopremier-_JM#position=25&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,BMW,Serie 3,2023,M340i Xdrive,Azul,Nafta,4,Automática,Coupé,0 km,.
1442,Jeep Compass 1.3 T270 Longitude,$12.426.000,https://auto.mercadolibre.com.ar/MLA-921351267-jeep-compass-13-t270-longitude-hoy-entrega-inmediata-13-_JM#position=26&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Jeep,Compass,2022,1.3 T270 Longitude,Blanco,Nafta,5,Automática,1.3,SUV,0 km
1443,Peugeot 2008 Sport Thp,$4.500.000,https://auto.mercadolibre.com.ar/MLA-1143088324-peugeot-2008-thp-16-tip-ms-_JM#position=27&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Peugeot,2008,2022,Sport THP,Plateado,Nafta,5,1.6 THP 165 CV.,SUV,0 km,.
1444,Toyota Yaris 1.5 107cv Xls Pack Sedan,$5.324.000,https://auto.mercadolibre.com.ar/MLA-1316639571-toyota-yaris-15-xls-pack-cvt-sedan-4p-0km-2023-_JM#position=28&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Toyota,Yaris,2023,1.5 107cv Xls Pack Sedan,Plateado,Nafta,4,Automática,1.5,Sedán,0 km
1445,Toyota Hilux Srv 4x4 Dc 2.8 Tdi 6 At,$12.373.000,https://auto.mercadolibre.com.ar/MLA-935202729-toyota-hilux-4x4-dc-srv-28-tdi-6-at-_JM#position=29&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Toyota,Hilux,2022,SRV 4X4 DC 2.8 TDI 6 AT,Rojo,Diésel,4,Automática,2.8,Pick-Up,0 km
1446,Renault Alaskan 2.3t 16v Confort Mt 4x2,$6.045.700,https://auto.mercadolibre.com.ar/MLA-1115200017-renault-alaskan-23t-confort-4x2-utilitario-amarok-hilux-g-_JM#position=30&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Renault,ALASKAN,2022,2.3t 16v Confort Mt 4x2,Gris,Diésel,4,Manual,2.3,Pick-Up,0 km
1447,Toyota Yaris 1.5 107cv Xls Pack 4 P,$5.182.000,https://auto.mercadolibre.com.ar/MLA-1133832532-toyota-yaris-4p-xls-15-cvt-_JM#position=31&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Toyota,Yaris,2021,1.5 107cv Xls Pack 4 p,Gris,Nafta,4,Automática,1.5,Sedán,0 km
1448,Renault Logan 1.6 16v Zen,$3.325.000,https://auto.mercadolibre.com.ar/MLA-1150172958-renault-logan-zen-16-16v-ano-2022-stock-propio-rt-_JM#position=32&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Renault,Logan,2022,1.6 16v Zen,Negro,Nafta,4,Manual,1.6,Sedán,0 km
1449,Renault Sandero Stepway Zen,$3.895.000,https://auto.mercadolibre.com.ar/MLA-904830790-renault-sandero-stepway-zen-16-oportunidades-noviembre-do-_JM#position=33&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Renault,Sandero Stepway,2022,Zen,Gris,Nafta,5,Manual,1.6,Hatchback,0 km
1450,Toyota Yaris 1.5 107cv Xls Cvt,$5.092.000,https://auto.mercadolibre.com.ar/MLA-906266988-toyota-yaris-xls-at-hatchback-_JM#position=34&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Toyota,Yaris,2021,1.5 107cv Xls Cvt,Negro,Nafta,5,Automática,1.5,Hatchback,0 km
1451,Toyota Corolla 1.8 Xli Cvt 140cv,$6.950.000,https://auto.mercadolibre.com.ar/MLA-1288004034-toyota-corolla-20-xli-cvt-2022-0-km-patentado-_JM#position=35&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Toyota,Corolla,2022,1.8 Xli Cvt 140cv,Blanco,Nafta,4,Automática,1.8,Sedán,0 km
1452,Volkswagen Taos 1.4 250 Tsi Highline,$11.790.000,https://auto.mercadolibre.com.ar/MLA-1196020512-volkswagen-taos-14-250-tsi-highline-at-34-_JM#position=36&search_layout=stack&type=item&tracking_id=246e6338-7cc9-4ffe-85d9-b53d6ec8c4c8,Volkswagen,Taos,2022,1.4 250 Tsi Highline,Gris,Nafta,5,Automática,1.4,SUV,0 km
