,company,model,year,fuel,doors,transmisions,motor,bodywork,km
1022,Nissan,Note,2015,Nafta,5,Manual,1.6,Hatchback,130000.0
1023,Volkswagen,Nivus,2021,Nafta,5,Automática,1.0,SUV,19000.0
1024,BMW,X3,2010,Nafta,5,Manual,2.5,SUV,165000.0
1025,Citroën,C3,2018,Nafta,5,Manual,1.6,Hatchback,68000.0
1026,Audi,A3 Sportback,2007,Nafta,5,Automática,1.6,Rural,135000.0
1027,Chevrolet,Sonic,2016,Nafta,5,Automática,1.6,Hatchback,51111.0
1028,Volkswagen,Suran,2015,Nafta,5,Automática,1.6,Monovolumen,106700.0
1029,Chevrolet,Onix,2015,Nafta,5,Manual,1.4,Hatchback,50800.0
1030,Mercedes-Benz,Clase GLE,2016,Nafta,5,Automática,3.0,SUV,66000.0
1031,Chevrolet,Corsa,2009,Nafta/GNC,5,Manual,1.8,Sedán,112000.0
1032,Alfa Romeo,Giulia,2019,Nafta,5,Automática,2.0,Sedán,27000.0
1033,Toyota,Hilux,2022,Diésel,4,Automática,2.8,Pick-Up,13000.0
1034,Volkswagen,Tiguan Allspace,2021,Nafta,5,Automática,2.0,SUV,40000.0
1035,Audi,A3,2016,Nafta,4,Automática,1.4,Sedán,99000.0
1036,Ford,Fiesta Kinetic Design,2014,Nafta,4,Manual,1.6,Sedán,94000.0
1037,Citroën,Aircross,2017,Nafta,5,Manual,1.6,Hatchback,64000.0
1038,Honda,Fit,2010,Nafta,5,Automática,1.5,Hatchback,190000.0
1039,Fiat,Toro,2019,Diésel,4,Automática,2.0,Pick-Up,50180.0
1040,Fiat,Toro,2019,Diésel,4,Automática,2.0,Pick-Up,50000.0
1041,Volkswagen,Amarok,2015,Diésel,4,Manual,2.0,Pick-Up,76700.0
1042,Ford,Ranger,2019,Diésel,4,Automática,3.2,Pick-Up,40000.0
1043,Fiat,Cronos,2022,Nafta,4,Automática,1.8,Sedán,1111.0
1044,Volkswagen,Vento,2013,Nafta,4,Automática,2.0,Sedán,99761.0
1045,Volkswagen,Bora,2010,Nafta,4,Automática,2.0,Sedán,197000.0
1046,Volkswagen,Golf,2018,Nafta,5,Automática,1.4,Hatchback,65000.0
1047,Renault,Duster,2012,Nafta,5,Manual,2.0,SUV,112900.0
1048,Toyota,SW4,2017,Diésel,5,Manual,2.8,SUV,100000.0
1049,Ford,Kuga,2013,Nafta,5,Automática,1.6,SUV,84000.0
1050,Audi,Q2,2020,Nafta,5,Automática,1.0,SUV,46500.0
1051,Jeep,Renegade,2018,Nafta,5,Automática,1.8,SUV,52000.0
1052,Citroën,C3,2013,Nafta,5,Manual,1.6,Hatchback,102122.0
1053,Chevrolet,Onix,2013,Nafta,5,Manual,1.4,Hatchback,95000.0
1054,BMW,X2,2019,Nafta,5,Automática,2.0,SUV,39500.0
1055,Citroën,C3,2013,Nafta,5,Manual,1.6,Hatchback,195000.0
1056,Ford,Fiesta Kinetic Design,2016,Nafta,4,Manual,1.6,Sedán,87000.0
1057,Ford,Transit,2022,Diésel,2,Manual,2.2,Furgón,1000.0
1058,Ford,Ecosport,2019,Nafta,5,Automática,2.0,SUV,28300.0
1059,Toyota,Hilux,2021,Diésel,4,Automática,2.8,Pick-Up,41600.0
1060,Renault,Fluence,2011,Nafta,4,Manual,2.0,Sedán,145000.0
1061,Iveco,Daily,2022,Diésel,2,Manual,3.0,Light Truck,111111.0
1062,Mercedes-Benz,ML,2008,Nafta,5,Automática,3.5,SUV,160000.0
1063,Chevrolet,Spin,2017,Nafta,5,Manual,1.8,Monovolumen,101000.0
1064,Peugeot,308,2015,Nafta,5,Automática,1.6,Hatchback,70000.0
1065,Toyota,Hilux,2021,Diésel,4,Automática,2.8,Pick-Up,41683.0
1066,Fiat,Palio,2017,Nafta,5,Manual,1.4,Hatchback,45000.0
1067,Ford,Focus III,2015,Nafta,5,Manual,1.6,Hatchback,97000.0
1068,Volkswagen,Suran,2015,Nafta,5,Manual,1.6,Monovolumen,99000.0
1069,Kia,Carnival,2016,Diésel,5,Automática,2.2,Monovolumen,125491.0
1070,BMW,X4,2015,Nafta,5,Automática,3.0,SUV,79000.0
1071,Mercedes-Benz,ML,2014,Nafta,5,Automática,3.5,SUV,150000.0
1072,Toyota,Hilux,2018,Diésel,4,Automática,2.8,Pick-Up,80000.0
1073,Jeep,Renegade,2022,Nafta,5,Manual,1.8,SUV,111111.0
1074,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV,1000.0
1075,Volkswagen,Amarok,2020,Diésel,4,Manual,2.0,Pick-Up,62000.0
1076,Volkswagen,Amarok,2012,Diésel,4,Manual,2.0,Pick-Up,195000.0
1077,Volkswagen,Amarok,2017,Diésel,4,Automática,2.0,Pick-Up,177000.0
1078,Ford,Focus II,2009,Diésel,5,Manual,1.8,Hatchback,185000.0
1079,Toyota,Etios,2019,Nafta,4,Manual,1.5,Sedán,87000.0
1080,Ford,F-150,2020,Nafta,4,Automática,5.0,Pick-Up,13300.0
1081,Volkswagen,Gol,2013,Nafta,3,Manual,1.4,Hatchback,78000.0
1082,Audi,A4,2018,Nafta,4,Manual,2.0,Sedán,72913.0
1083,Audi,Q3,2014,Nafta,5,Manual,2.0,SUV,115000.0
1084,Audi,RS3,2019,Nafta,4,Automática,2.5,Sedán,38000.0
1085,Chevrolet,Cruze,2019,Nafta,4,Manual,4.0,Sedán,42000.0
1086,Toyota,Yaris,2018,Nafta,5,Automática,1.5,Hatchback,75000.0
1087,Mercedes-Benz,Clase C,2020,Nafta,2,Automática,2.0,Cabriolet,13900.0
1088,Toyota,Hilux,2019,Diésel,4,Manual,2.8,Pick-Up,53000.0
1089,Chevrolet,Corsa,1998,Nafta,2,Manual,1.6,Hatchback,1500.0
1090,Smart,Forfour,2016,Nafta,5,Manual,1.0,Hatchback,45000.0
1091,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón,720.0
1092,Ford,Ecosport,2018,Nafta,5,Manual,1.5,SUV,118000.0
1093,Volkswagen,Amarok,2019,Diésel,4,Automática,3.0,Pick-Up,69000.0
1094,Peugeot,207,2013,Nafta,3,Manual,1.6,Hatchback,84000.0
1095,Iveco,Daily,2017,Diésel,2,Manual,3.0,Furgón,32000.0
1096,Renault,Sandero Stepway,2015,Nafta,5,Manual,1.6,Hatchback,64000.0
1097,BMW,Serie 5,2017,Nafta,4,Automática,3.0,Sedán,65800.0
1098,Ford,Ranger,2013,Diésel,4,Manual,3.2,Pick-Up,138000.0
1099,Renault,Duster Oroch,2018,Nafta,5,Manual,2.0,SUV,86000.0
1100,Ford,Ka,2019,Nafta,5,Manual,1.5,Hatchback,28300.0
1101,Chevrolet,Onix,2013,Nafta,5,Manual,1.4,Hatchback,84000.0
1102,Peugeot,408,2013,Nafta,4,Manual,2.0,Sedán,134000.0
1103,Smart,Forfour,2016,Nafta,5,Automática,1.0,Hatchback,52000.0
1104,Mercedes-Benz,Clase GLE,2020,Nafta,5,Automática,3.0,SUV,26500.0
1105,Ford,Ecosport,2011,Nafta,5,Manual,1.6,SUV,192000.0
1106,Jeep,Renegade,2023,Nafta,5,Automática,1.8,SUV,1800.0
1107,Peugeot,308,2013,Nafta,5,Manual,1.6,Hatchback,77000.0
1108,Renault,Scénic,2005,Nafta/GNC,5,Manual,1.6,Monovolumen,300000.0
1109,Volkswagen,Vento,2014,Nafta,4,Manual,2.0,Sedán,97000.0
1110,Volkswagen,Fox,2009,Nafta,5,Manual,1.6,Hatchback,128000.0
1111,Volkswagen,Passat,2017,Nafta,4,Automática,2.0,Sedán,71400.0
1112,Renault,Duster Oroch,2019,Nafta,4,Manual,2.0,SUV,47003.0
1113,Jeep,Renegade,2019,Nafta,5,Automática,1.8,SUV,101000.0
1114,Peugeot,Partner,2017,Diésel,3,Manual,1.6,Furgón,147000.0
1115,Nissan,Versa,2014,Nafta,4,Manual,1.6,Sedán,72500.0
1116,Peugeot,2008,2018,Nafta,5,Manual,1.6,SUV,65000.0
1117,Ford,Ecosport,2022,Nafta,5,Manual,1.5,SUV,1111.0
1118,Volkswagen,Bora,2009,Nafta,4,Manual,2.0,Sedán,173321.0
1119,Peugeot,Partner,2017,Diésel,3,Manual,1.6,Hatchback,156000.0
1120,Chevrolet,Onix,2018,Nafta,5,Manual,1.4,Hatchback,62000.0
1121,Peugeot,308,2014,Nafta,5,Manual,1.6,Hatchback,106000.0
1122,Volkswagen,Saveiro,2018,Nafta,2,Manual,1.6,Pick-Up,77200.0
1123,Peugeot,208,2023,Nafta,5,Manual,1.6,Hatchback,500.0
1124,Volkswagen,Polo,2021,Nafta,5,Automática,1.4,Hatchback,26000.0
1125,Ford,Focus III,2016,Nafta,5,Automática,2.0,Hatchback,100000.0
1126,Chevrolet,Prisma,2019,Nafta,4,Manual,1.4,Sedán,68000.0
1127,Honda,Civic,2015,Nafta,4,Automática,1.8,Sedán,88000.0
1128,Volkswagen,Golf Variant,2017,Nafta,5,Automática,1.4,Rural,75000.0
1129,Toyota,Corolla,2023,Nafta,4,Automática,2.0,Sedán,1111.0
1130,Chevrolet,Cruze,2019,Nafta,5,Automática,1.4,Hatchback,30000.0
1131,Renault,Sandero,2017,Nafta,5,Manual,1.6,Hatchback,61000.0
1132,Renault,Oroch,2022,Nafta,4,Manual,1.3,Pick-Up,500.0
1133,Kia,Cerato,2020,Nafta,4,Automática,2.0,Sedán,86000.0
1134,Toyota,Hilux,1997,Diésel,4,Manual,2.8,Pick-Up,330000.0
1135,Volkswagen,Amarok,2013,Diésel,4,Manual,2.0,Pick-Up,140000.0
1136,Peugeot,2008,2016,Nafta,5,Manual,1.6,SUV,88700.0
1137,Peugeot,208,2020,Nafta,5,Manual,1.6,Hatchback,57000.0
1138,Nissan,March,2018,Nafta,5,Manual,1.6,Hatchback,65000.0
1139,Fiat,Toro,2018,Diésel,4,Manual,2.0,Pick-Up,42400.0
1140,Chevrolet,S10,2012,Diésel,4,Manual,2.8,Pick-Up,160500.0
1141,Peugeot,208,2019,Nafta,5,Manual,1.6,Hatchback,50333.0
1142,Mercedes-Benz,Clase CLC,2011,Nafta,2,Manual,2.5,Coupé,100000.0
1143,Peugeot,208,2015,Nafta,5,Manual,1.5,Hatchback,103000.0
1144,Chevrolet,Trailblazer,2016,Diésel,5,Automática,2.8,SUV,126000.0
1145,Volkswagen,Up!,2015,Nafta,5,Manual,1.0,Hatchback,111000.0
1146,BMW,X1,2016,Nafta,5,Manual,2.0,SUV,66000.0
1147,Chevrolet,Onix,2018,Nafta,5,Manual,1.4,Hatchback,48000.0
1148,Ford,Ranger,2015,Diésel,4,Automática,3.2,Pick-Up,149000.0
1149,Mercedes-Benz,Clase C,2010,Nafta,4,Automática,1.8,Sedán,127000.0
1150,Kia,Rio,2022,Nafta,5,Automática,1.6,Hatchback,6000.0
1151,Volkswagen,Fox,2016,Nafta,5,Manual,1.6,Hatchback,58000.0
1152,Volkswagen,Bora,2013,Nafta,4,Manual,2.0,Sedán,112500.0
1153,Volkswagen,Nivus,2021,Nafta,5,Automática,1.0,SUV,14500.0
1154,RAM,1500,2017,Nafta,4,Automática,5.7,Pick-Up,4450.0
1155,Smart,Fortwo,2016,Nafta,3,Automática,1.0,Hatchback,67000.0
1156,Peugeot,408,2017,Nafta,4,Automática,1.6,Sedán,61700.0
1157,Volkswagen,Passat,2010,Nafta,4,Automática,2.0,Sedán,128000.0
1158,Honda,HR-V,2019,Nafta,5,Automática,1.8,SUV,48000.0
1159,Peugeot,RCZ,2012,Nafta,2,Manual,1.6,Coupé,70000.0
1160,Peugeot,2008,2017,Nafta,5,Manual,1.6,SUV,53300.0
1161,Chevrolet,Onix,2020,Nafta,5,Manual,1.4,Hatchback,25000.0
1162,Ford,Ranger,2017,Diésel,4,Automática,3.2,Pick-Up,42000.0
1163,Peugeot,308,2014,Diésel,5,Manual,1.6,Hatchback,157300.0
1164,Ford,Ecosport,2018,Nafta,5,Manual,1.5,SUV,39500.0
1165,Peugeot,308,2017,Nafta,5,Manual,1.6,Hatchback,103500.0
1166,Hyundai,Tucson,2010,Diésel,5,Manual,2.0,SUV,130000.0
1167,Peugeot,208,2014,Nafta,5,Manual,1.5,Hatchback,95000.0
1168,Peugeot,Partner,2015,Diésel,3,Manual,1.6,Furgón,95000.0
1169,Hyundai,Tucson,2013,Nafta,5,Automática,2.0,SUV,130000.0
1170,Ford,Ecosport,2017,Nafta,5,Automática,2.0,SUV,18000.0
1171,Toyota,Etios,2020,Nafta,5,Manual,1.5,Hatchback,33000.0
1172,Ford,Fiesta Kinetic Design,2012,Nafta,5,Manual,1.6,Hatchback,134000.0
1173,Volkswagen,Up!,2015,Nafta,3,Manual,1.0,Hatchback,50000.0
1174,Nissan,March,2019,Nafta,5,Manual,1.6,Hatchback,32000.0
1175,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up,8500.0
1176,Volkswagen,The Beetle,2019,Nafta,3,Automática,2.0,Hatchback,14000.0
1177,Mercedes-Benz,Clase C,2020,Nafta,4,Automática,2.0,Sedán,12000.0
1178,Peugeot,308,2019,Diésel,5,Manual,1.6,Hatchback,29000.0
1179,Volkswagen,Bora,2013,Nafta,4,Manual,2.0,Sedán,135000.0
1180,Volkswagen,Up!,2015,Nafta,5,Manual,1.0,Hatchback,105000.0
1181,Volkswagen,Up!,2015,Nafta,3,Manual,1.0,Hatchback,90000.0
1182,Ford,Transit,2022,Diésel,2,Manual,2.2,Furgón,1000.0
1183,BMW,Serie M,2016,Nafta,2,Automática,3.0,Coupé,23000.0
1184,Chevrolet,Camaro,2014,Nafta,2,Manual,6.2,Coupé,22000.0
1185,Hyundai,Genesis,2012,Nafta,2,Manual,2.0,Coupé,143000.0
1186,BMW,Serie 3,2013,Nafta,4,Automática,3.0,Sedán,80000.0
1187,Chevrolet,Onix,2021,Nafta,4,Manual,1.2,Hatchback,28900.0
1188,Ford,Escort,1999,Nafta,5,Manual,1.8,Hatchback,223000.0
1189,Toyota,Hilux,2021,Diésel,4,Automática,2.8,Pick-Up,37500.0
1190,Ford,Kuga,2018,Nafta,5,Automática,2.0,SUV,80000.0
1191,Peugeot,207,2013,Nafta,3,Manual,1.4,Hatchback,95000.0
1192,Audi,A3,2007,Nafta,3,Automática,2.0,Hatchback,145000.0
1193,Jeep,Renegade,2022,Nafta,5,Manual,1.8,SUV,4300.0
1194,Jeep,Wrangler,2017,Nafta,3,Automática,3.6,Hatchback,110000.0
1195,Fiat,500,2015,Nafta,2,Automática,1.4,Hatchback,52000.0
1196,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán,1700.0
1197,Peugeot,408,2012,Diésel,4,Manual,1.6,Sedán,162000.0
1198,Chevrolet,Classic,2013,Nafta,4,Manual,1.4,Sedán,149000.0
1199,Volkswagen,Golf,2018,Nafta,5,Automática,1.4,Hatchback,43800.0
1200,Jeep,Compass,2012,Nafta,5,Automática,2.4,SUV,140000.0
1201,Volkswagen,Vento,2017,Nafta,4,Manual,1.4,Sedán,89192.0
1202,Peugeot,301,2017,Diésel,4,Manual,1.6,Sedán,64000.0
1203,BMW,X6,2017,Nafta,5,Automática,4.4,SUV,19000.0
1204,Toyota,Corolla,2017,Nafta,4,Manual,1.8,Sedán,95500.0
1205,Renault,Clio,2014,Nafta,3,Manual,1.2,Hatchback,133000.0
1206,Nissan,Kicks,2020,Nafta,5,Automática,1.6,Hatchback,64000.0
1207,Jeep,Compass,2018,Nafta,5,Automática,2.4,SUV,65000.0
1208,Renault,Sandero,2014,Nafta,5,Manual,1.6,Hatchback,80000.0
1209,Volkswagen,Golf,2016,Nafta,5,Automática,2.0,Hatchback,48823.0
1210,Ford,Ranger,2018,Diésel,4,Manual,3.2,Pick-Up,70000.0
1211,Audi,Q5,2020,Nafta,5,Automática,2.0,SUV,26000.0
1212,Citroën,Aircross,2018,Nafta,5,Automática,1.6,Hatchback,160000.0
1213,Mercedes-Benz,Clase E,2017,Nafta,4,Automática,3.0,Coupé,20000.0
1214,Peugeot,408,2016,Diésel,4,Manual,1.6,Sedán,93000.0
1215,Ford,Ranger,2022,Diésel,4,Automática,3.2,Pick-Up,1000.0
1216,Chevrolet,Prisma,2017,Nafta,4,Manual,1.4,Sedán,155000.0
1217,Renault,Duster,2014,Nafta,5,Manual,1.6,SUV,77000.0
1218,Peugeot,2008,2019,Nafta,5,Manual,1.6,SUV,45000.0
1219,Volkswagen,Voyage,2017,Nafta,4,Manual,1.6,Sedán,87000.0
1220,Ford,Ecosport,2018,Nafta/GNC,5,Automática,1.5,SUV,87000.0
1221,Ford,Ecosport,2017,Nafta,5,Manual,1.6,SUV,77200.0
1222,Honda,CR-V,2014,Nafta,5,Automática,2.4,SUV,122000.0
1223,Hyundai,H1,2013,Diésel,4,Automática,2.5,Monovolumen,140000.0
1224,Peugeot,408,2014,Diésel,4,Manual,1.6,Sedán,170000.0
1225,Peugeot,307,2007,Nafta,4,Manual,2.0,Hatchback,170000.0
1226,Chevrolet,Onix,2018,Nafta,5,Manual,1.4,Hatchback,50000.0
1227,Fiat,Punto,2012,Nafta,5,Manual,1.4,Hatchback,98000.0
1228,Jeep,Renegade,2018,Nafta,5,Automática,1.8,SUV,90000.0
1229,Toyota,Hiace,2022,Diésel,4,Automática,2.8,Minivan,1500.0
1230,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV,1600.0
1231,Peugeot,208,2022,Nafta,5,Manual,1.6,Hatchback,1000.0
1232,Jeep,Compass,2019,Nafta,5,Automática,2.4,SUV,45000.0
1233,Peugeot,208,2020,Nafta,5,Manual,1.6,Hatchback,95000.0
1234,Jeep,Wrangler,2019,Nafta,3,Automática,3.6,Hatchback,37500.0
1235,Chevrolet,Onix,2019,Nafta,5,Manual,1.4,Hatchback,39626.0
1236,Toyota,Hilux,2022,Diésel,4,Automática,2.8,Pick-Up,800.0
1237,Audi,A3,2016,Nafta,3,Manual,1.4,Hatchback,100000.0
1238,Volkswagen,Golf,2017,Nafta,5,Automática,1.4,Hatchback,96000.0
1239,Jeep,Compass,2021,Nafta,5,Manual,2.4,SUV,33000.0
1240,Mini,Cooper S,2017,Nafta,5,Manual,2.0,Hatchback,43000.0
1241,Citroën,C4 Lounge,2016,Nafta,4,Manual,1.6,Sedán,119000.0
1242,Chevrolet,Tracker,2017,Nafta,5,Automática,1.8,SUV,104000.0
1243,BMW,Serie 5,2013,Nafta,4,Automática,3.0,Sedán,140000.0
1244,Citroën,C4 Lounge,2018,Nafta,4,Automática,1.6,Sedán,175000.0
1245,Chevrolet,Onix,2019,Nafta,5,Manual,1.4,Hatchback,37000.0
1246,Renault,Duster Oroch,2016,Nafta,4,Manual,1.6,SUV,63000.0
1247,Renault,Logan,2022,Nafta,4,Manual,1.6,Sedán,900.0
1248,DS,DS3 Crossback,2021,Nafta,5,Automática,1.2,Hatchback,17000.0
1249,Volkswagen,Amarok,2019,Diésel,4,Automática,2.0,Pick-Up,66500.0
1250,Renault,Duster,2012,Nafta,5,Manual,2.0,SUV,138000.0
1251,Ford,Mondeo,2020,Nafta,4,Automática,2.0,Sedán,85000.0
1252,Volkswagen,Crossfox,2010,Nafta,5,Manual,1.6,Hatchback,168000.0
1253,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán,5000.0
1254,Fiat,Cronos,2021,Nafta,4,Manual,1.3,Sedán,1000.0
1255,Ford,Ecosport,2018,Nafta,5,Manual,1.5,SUV,80000.0
1256,Toyota,Etios,2016,Nafta,4,Manual,1.5,Sedán,108000.0
1257,Ford,Fiesta Kinetic Design,2017,Nafta,5,Manual,1.6,Hatchback,120000.0
1258,Volkswagen,Gol Trend,2017,Nafta,5,Manual,1.6,Hatchback,78000.0
1259,Chevrolet,Trailblazer,2018,Diésel,5,Automática,2.8,SUV,42000.0
1260,Jeep,Renegade,2017,Nafta,5,Automática,1.8,SUV,63026.0
1261,Audi,A1,2018,Nafta,3,Automática,1.4,Hatchback,70000.0
1262,Chevrolet,Tracker,2015,Nafta,5,Automática,1.8,SUV,151000.0
1263,Renault,Koleos,2012,Nafta,5,Manual,2.5,SUV,85000.0
1264,Audi,A4,2012,Nafta,4,Manual,2.0,Sedán,96394.0
1265,Ford,F-100,1993,Diésel,2,Manual,4.3,Pick-Up,100000.0
1266,Toyota,86,2013,Nafta,2,Manual,2.0,Coupé,68000.0
1267,Ford,Ka,2018,Nafta,5,Manual,1.5,Hatchback,30653.0
1268,Renault,Sandero,2018,Nafta,5,Manual,1.6,Hatchback,122593.0
1269,Ford,F-150,2021,Nafta,4,Automática,5.0,Pick-Up,55300.0
1270,Renault,Sandero Stepway,2011,GNC,5,Manual,1.6,Hatchback,112000.0
1271,Dodge,Journey,2011,Nafta,5,Automática,2.4,SUV,128000.0
1272,Fiat,500,2016,Nafta,2,Automática,1.4,Hatchback,58000.0
1273,Chevrolet,Agile,2013,Nafta,5,Manual,1.4,Hatchback,109000.0
1274,Volkswagen,Voyage,2015,Nafta,4,Manual,1.6,Sedán,160000.0
1275,Ford,Ecosport,2020,Nafta,5,Manual,1.5,SUV,26300.0
1276,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán,1000.0
1277,Toyota,RAV4,2017,Nafta,5,Automática,2.5,SUV,103000.0
1278,Citroën,DS4,2013,Nafta,5,Automática,1.6,Hatchback,85100.0
1279,Ford,Ka,2018,Nafta,5,Manual,1.5,Hatchback,59000.0
1280,Ford,Fiesta Kinetic Design,2016,Nafta,5,Automática,1.6,Hatchback,85000.0
1281,Mercedes-Benz,Clase C,2001,Nafta,4,Automática,3.2,Sedán,80000.0
1282,Peugeot,207,2012,Nafta,2,Manual,1.6,Hatchback,102000.0
1283,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán,1000.0
1284,Volkswagen,Scirocco,2013,Nafta,2,Manual,2.0,Coupé,50000.0
1285,Ford,Fiesta,2010,Nafta,5,Manual,1.6,Hatchback,208300.0
1286,Ford,Territory,2023,Nafta,5,Automática,1.5,SUV,1000.0
1287,Volkswagen,Fox,2012,Nafta,5,Manual,1.6,Hatchback,136190.0
1288,Peugeot,308,2013,Diésel,5,Manual,1.6,Hatchback,152200.0
1289,Nissan,Kicks,2019,Nafta,5,Manual,1.6,Hatchback,27000.0
1290,Volkswagen,Crossfox,2010,Nafta,5,Manual,1.6,Hatchback,123200.0
1291,Renault,Captur,2019,Nafta,5,Manual,2.0,SUV,30000.0
1292,Citroën,C4,2013,Nafta,5,Manual,1.6,Hatchback,159000.0
1293,Ford,Ecosport,2017,Nafta,5,Manual,1.6,SUV,74000.0
1294,Mercedes-Benz,Clase C,2010,Nafta,4,Manual,1.8,Sedán,100000.0
1295,BMW,X1,2017,Nafta,5,Manual,2.0,SUV,85000.0
1296,Toyota,SW4,2021,Diésel,5,Automática,2.8,SUV,22487.0
